Games,NOC,Athletes,Sports,Events,Competitor Age (Avg),Competitor Height (Avg),Competitor Weight (Avg),M/F,Summer,Home_Field Adv,Year,Gold,Silver,Bronze,Medaled,Total Medals,Athletes per Event,% Medal Bronze
1996 Summer,PAR,2,1,2,26.0,184.5,96.0,1,1,0,1996,0,0,0,0,0,1.0,0.0
1996 Summer,PER,19,6,16,24.789,173.211,71.316,1,1,0,1996,0,0,0,0,0,1.188,0.0
1996 Summer,PHI,8,3,11,24.25,166.75,54.875,1,1,0,1996,0,1,0,1,1,0.727,0.0
1996 Summer,PLE,1,1,1,33.0,180.0,76.0,1,1,0,1996,0,0,0,0,0,1.0,0.0
1996 Summer,PNG,10,2,10,22.6,170.6,63.4,1,1,0,1996,0,0,0,0,0,1.0,0.0
1996 Summer,POL,165,20,126,25.588,179.455,75.242,1,1,0,1996,7,8,7,1,22,1.31,0.318
1996 Summer,POR,91,15,65,24.846,175.154,68.187,1,1,0,1996,1,0,2,1,3,1.4,0.667
1996 Summer,PRK,16,7,20,20.688,161.5,55.0,1,1,0,1996,2,0,1,1,3,0.8,0.333
1996 Summer,PUR,35,10,37,27.371,182.857,79.457,1,1,0,1996,0,0,1,1,1,0.946,1.0
1996 Summer,QAT,11,3,9,22.455,178.091,75.455,1,1,0,1996,0,0,0,0,0,1.222,0.0
1996 Summer,ROU,112,16,98,24.777,175.393,70.357,1,1,0,1996,12,9,11,1,32,1.143,0.344
1996 Summer,RSA,60,12,53,23.833,178.283,70.167,1,1,0,1996,3,1,0,1,4,1.132,0.0
1996 Summer,RUS,376,25,207,25.141,179.168,74.698,1,1,0,1996,35,45,34,1,114,1.816,0.298
1996 Summer,RWA,2,1,2,25.0,175.5,67.5,1,1,0,1996,0,0,0,0,0,1.0,0.0
1996 Summer,SAM,4,2,4,23.5,175.5,77.75,1,1,0,1996,0,0,0,0,0,1.0,0.0
1996 Summer,SCG,54,9,28,25.37,190.0,87.704,1,1,0,1996,1,12,10,1,23,1.929,0.435
1996 Summer,SEN,7,2,6,27.571,184.571,81.143,1,1,0,1996,0,0,0,0,0,1.167,0.0
1996 Summer,SEY,9,5,9,24.111,178.222,73.444,1,1,0,1996,0,0,0,0,0,1.0,0.0
1996 Summer,SKN,8,1,5,24.375,175.25,66.0,1,1,0,1996,0,0,0,0,0,1.6,0.0
1996 Summer,SLE,12,1,8,23.0,176.917,72.833,1,1,0,1996,0,0,0,0,0,1.5,0.0
1996 Summer,SLO,32,8,34,24.406,178.406,71.719,1,1,0,1996,0,2,0,1,2,0.941,0.0
1996 Summer,SMR,4,3,4,29.0,179.0,76.0,1,1,0,1996,0,0,0,0,0,1.0,0.0
1996 Summer,SOM,3,1,3,27.333,176.0,69.667,1,1,0,1996,0,0,0,0,0,1.0,0.0
1996 Summer,SRI,8,2,8,25.0,168.625,60.875,1,1,0,1996,0,0,0,0,0,1.0,0.0
1996 Summer,STP,2,1,2,18.5,170.5,59.5,1,1,0,1996,0,0,0,0,0,1.0,0.0
1996 Summer,SUD,3,1,3,22.333,172.0,63.333,1,1,0,1996,0,0,0,0,0,1.0,0.0
1996 Summer,SUI,112,17,83,27.17,176.732,69.652,1,1,0,1996,5,6,0,1,11,1.349,0.0
1996 Summer,SUR,5,3,8,23.2,171.4,65.2,1,1,0,1996,0,0,0,0,0,0.625,0.0
1996 Summer,SVK,70,14,68,25.157,177.971,73.064,1,1,0,1996,1,1,1,1,3,1.029,0.333
1996 Summer,SWE,137,20,99,27.526,180.175,76.712,1,1,0,1996,3,22,5,1,30,1.384,0.167
1996 Summer,SWZ,3,2,2,28.667,170.0,61.667,1,1,0,1996,0,0,0,0,0,1.5,0.0
1996 Summer,SYR,5,3,5,24.8,168.0,62.4,1,1,0,1996,1,0,0,1,1,1.0,0.0
1996 Summer,TAN,6,2,4,26.167,168.167,64.333,1,1,0,1996,0,0,0,0,0,1.5,0.0
1996 Summer,TGA,4,2,4,24.75,177.0,85.25,1,1,0,1996,0,1,0,1,1,1.0,0.0
1996 Summer,THA,29,8,30,22.483,167.862,59.414,1,1,0,1996,1,0,1,1,2,0.967,0.5
1996 Summer,TJK,3,3,3,24.333,180.333,77.0,1,1,0,1996,0,0,0,0,0,1.0,0.0
1996 Summer,TKM,6,6,6,25.0,175.5,73.0,1,1,0,1996,0,0,0,0,0,1.0,0.0
1996 Summer,TOG,4,1,4,25.5,174.5,73.25,1,1,0,1996,0,0,0,0,0,1.0,0.0
1996 Summer,TPE,73,14,62,22.795,167.822,63.301,1,1,0,1996,0,1,0,1,1,1.177,0.0
1996 Summer,TTO,10,5,11,26.2,177.6,70.8,1,1,0,1996,0,0,2,1,2,0.909,1.0
1996 Summer,TUN,35,7,17,23.657,178.971,75.714,1,1,0,1996,0,0,0,0,0,2.059,0.0
1996 Summer,TUR,37,9,39,24.811,171.811,70.568,1,1,0,1996,4,1,1,1,6,0.949,0.167
1996 Summer,UAE,1,1,1,20.0,180.0,80.0,1,1,0,1996,0,0,0,0,0,1.0,0.0
1996 Summer,UGA,6,3,5,23.833,169.5,70.667,1,1,0,1996,0,0,1,1,1,1.2,1.0
1996 Summer,UKR,162,20,133,25.265,177.79,75.034,1,1,0,1996,9,5,16,1,30,1.218,0.533
1996 Summer,URU,6,3,5,27.167,177.5,70.833,1,1,0,1996,0,0,0,0,0,1.2,0.0
1996 Summer,USA,592,30,253,27.061,179.068,74.973,1,1,1,1996,148,43,50,1,241,2.34,0.207
1996 Summer,UZB,55,10,56,24.273,180.364,79.955,1,1,0,1996,0,1,1,1,2,0.982,0.5
1996 Summer,VAN,4,1,4,25.75,166.5,60.75,1,1,0,1996,0,0,0,0,0,1.0,0.0
1996 Summer,VEN,26,11,28,23.885,174.808,73.827,1,1,0,1996,0,0,0,0,0,0.929,0.0
1996 Summer,VIE,1,1,1,26.0,159.0,51.0,0,1,0,1996,0,0,0,0,0,1.0,0.0
1996 Summer,VIN,4,1,4,21.5,185.0,70.25,1,1,0,1996,0,0,0,0,0,1.0,0.0
1996 Summer,YEM,3,1,3,24.0,166.667,59.667,1,1,0,1996,0,0,0,0,0,1.0,0.0
1996 Summer,ZAM,6,2,6,26.167,170.167,60.667,1,1,0,1996,0,1,0,1,1,1.0,0.0
1996 Summer,ZIM,11,5,11,24.636,175.545,67.182,1,1,0,1996,0,0,0,0,0,1.0,0.0
1998 Winter,AND,3,1,5,24.0,170.333,70.333,1,0,0,1998,0,0,0,0,0,0.6,0.0
1998 Winter,ARG,2,2,6,22.0,177.5,75.0,1,0,0,1998,0,0,0,0,0,0.333,0.0
1998 Winter,ARM,4,3,4,24.5,172.0,74.5,1,0,0,1998,0,0,0,0,0,1.0,0.0
1998 Winter,AUS,23,8,22,26.957,172.739,73.217,1,0,0,1998,0,0,1,1,1,1.045,1.0
1998 Winter,AUT,94,12,48,26.394,178.479,78.191,1,0,0,1998,3,5,12,1,20,1.958,0.6
1998 Winter,AZE,4,1,3,22.0,169.0,61.0,1,0,0,1998,0,0,0,0,0,1.333,0.0
1998 Winter,BEL,1,1,3,30.0,181.0,84.0,1,0,0,1998,0,0,1,1,1,0.333,1.0
1998 Winter,BER,1,1,1,23.0,172.0,71.0,1,0,0,1998,0,0,0,0,0,1.0,0.0
1998 Winter,BIH,8,3,8,26.625,181.75,84.5,1,0,0,1998,0,0,0,0,0,1.0,0.0
1998 Winter,BLR,58,8,28,25.621,176.845,72.983,1,0,0,1998,0,0,2,1,2,2.071,1.0
1998 Winter,BUL,19,6,22,22.053,170.895,65.316,1,0,0,1998,1,0,0,1,1,0.864,0.0
1998 Winter,CAN,142,12,55,26.275,174.451,74.472,1,0,0,1998,14,28,7,1,49,2.582,0.143
1998 Winter,CHI,2,1,3,25.5,177.0,82.5,1,0,0,1998,0,0,0,0,0,0.667,0.0
1998 Winter,CHN,53,7,24,22.085,168.198,64.566,1,0,0,1998,0,9,5,1,14,2.208,0.357
1998 Winter,CRO,6,3,10,21.333,174.667,72.333,1,0,0,1998,0,0,0,0,0,0.6,0.0
1998 Winter,CZE,61,9,36,25.098,178.836,75.689,1,0,0,1998,21,1,1,1,23,1.694,0.043
1998 Winter,DEN,9,5,8,29.667,174.333,67.556,1,0,0,1998,0,5,0,1,5,1.125,0.0
1998 Winter,ESP,12,4,8,24.25,170.5,62.667,1,0,0,1998,0,0,0,0,0,1.5,0.0
1998 Winter,EST,20,5,17,23.75,177.2,68.425,1,0,0,1998,0,0,0,0,0,1.176,0.0
1998 Winter,FIN,85,10,34,24.753,173.765,71.129,1,0,0,1998,2,7,49,1,58,2.5,0.845
1998 Winter,FRA,106,12,47,25.179,175.0,72.113,1,0,0,1998,2,1,12,1,15,2.255,0.8
1998 Winter,GBR,29,7,17,28.931,174.69,78.793,1,0,0,1998,0,0,4,1,4,1.706,1.0
1998 Winter,GEO,4,2,6,24.0,174.25,72.0,1,0,0,1998,0,0,0,0,0,0.667,0.0
1998 Winter,GER,125,14,58,26.416,177.408,74.504,1,0,0,1998,22,12,10,1,44,2.155,0.227
1998 Winter,GRE,11,6,9,26.0,180.0,80.273,1,0,0,1998,0,0,0,0,0,1.222,0.0
1998 Winter,HUN,17,6,18,23.176,175.471,73.235,1,0,0,1998,0,0,0,0,0,0.944,0.0
1998 Winter,IND,1,1,1,16.0,183.0,85.0,1,0,0,1998,0,0,0,0,0,1.0,0.0
1998 Winter,IRL,6,2,4,30.333,189.667,94.333,1,0,0,1998,0,0,0,0,0,1.5,0.0
1998 Winter,ISL,3,1,3,23.667,173.667,66.667,1,0,0,1998,0,0,0,0,0,1.0,0.0
1998 Winter,ISR,3,1,2,24.333,161.667,56.667,1,0,0,1998,0,0,0,0,0,1.5,0.0
1998 Winter,ISV,7,2,3,28.571,179.429,87.714,1,0,0,1998,0,0,0,0,0,2.333,0.0
1998 Winter,ITA,113,13,54,26.717,175.434,73.726,1,0,0,1998,3,9,5,1,17,2.093,0.294
1998 Winter,JAM,6,1,2,33.167,181.5,98.0,1,0,0,1998,0,0,0,0,0,3.0,0.0
1998 Winter,JPN,156,14,65,24.558,168.205,65.186,1,0,1,1998,8,1,4,1,13,2.4,0.308
1998 Winter,KAZ,55,7,32,25.164,177.291,73.491,1,0,0,1998,0,0,2,1,2,1.719,1.0
1998 Winter,KEN,1,1,1,26.0,180.0,70.0,1,0,0,1998,0,0,0,0,0,1.0,0.0
1998 Winter,KGZ,1,1,2,32.0,177.0,75.0,1,0,0,1998,0,0,0,0,0,0.5,0.0
1998 Winter,KOR,34,8,28,19.765,170.794,66.471,1,0,0,1998,5,3,1,1,9,1.214,0.111
1998 Winter,LAT,29,6,23,24.897,179.069,79.0,1,0,0,1998,0,0,0,0,0,1.261,0.0
1998 Winter,LIE,6,2,9,25.667,176.167,77.667,1,0,0,1998,0,0,0,0,0,0.667,0.0
1998 Winter,LTU,6,3,11,26.833,174.833,68.0,1,0,0,1998,0,0,0,0,0,0.545,0.0
1998 Winter,LUX,1,1,1,23.0,168.0,57.0,1,0,0,1998,0,0,0,0,0,1.0,0.0
1998 Winter,MDA,2,1,4,27.0,168.5,59.5,1,0,0,1998,0,0,0,0,0,0.5,0.0
1998 Winter,MGL,2,1,2,19.0,175.5,67.5,1,0,0,1998,0,0,0,0,0,1.0,0.0
1998 Winter,MKD,1,1,1,25.0,182.0,74.0,1,0,0,1998,0,0,0,0,0,1.0,0.0
1998 Winter,MON,4,1,2,34.0,184.0,88.75,1,0,0,1998,0,0,0,0,0,2.0,0.0
1998 Winter,NED,22,3,16,23.409,176.909,72.273,1,0,0,1998,5,4,2,1,11,1.375,0.182
1998 Winter,NOR,75,10,48,25.947,177.88,72.56,1,0,0,1998,13,15,12,1,40,1.562,0.3
1998 Winter,NZL,7,5,6,24.857,177.286,73.714,1,0,0,1998,0,0,0,0,0,1.167,0.0
1998 Winter,POL,39,10,35,23.59,174.359,68.41,1,0,0,1998,0,0,0,0,0,1.114,0.0
1998 Winter,POR,2,2,2,26.0,170.0,65.5,1,0,0,1998,0,0,0,0,0,1.0,0.0
1998 Winter,PRK,8,2,7,20.0,163.875,60.125,1,0,0,1998,0,0,0,0,0,1.143,0.0
1998 Winter,PUR,5,2,3,36.0,185.4,93.2,1,0,0,1998,0,0,0,0,0,1.667,0.0
1998 Winter,ROU,16,6,22,26.062,178.0,79.562,1,0,0,1998,0,0,0,0,0,0.727,0.0
1998 Winter,RSA,2,2,3,18.5,167.5,67.0,1,0,0,1998,0,0,0,0,0,0.667,0.0
1998 Winter,RUS,122,12,52,24.934,175.754,72.508,1,0,0,1998,14,32,6,1,52,2.346,0.115
1998 Winter,SCG,2,1,2,18.5,180.5,78.0,1,0,0,1998,0,0,0,0,0,1.0,0.0
1998 Winter,SLO,31,7,21,23.581,175.871,71.323,1,0,0,1998,0,0,0,0,0,1.476,0.0
1998 Winter,SUI,69,12,39,25.913,175.71,72.957,1,0,0,1998,6,5,3,1,14,1.769,0.214
1998 Winter,SVK,37,7,20,26.459,179.459,77.676,1,0,0,1998,0,0,0,0,0,1.85,0.0
1998 Winter,SWE,99,10,42,25.556,176.323,75.152,1,0,0,1998,0,2,5,1,7,2.357,0.714
1998 Winter,TPE,7,3,5,27.429,174.0,73.571,1,0,0,1998,0,0,0,0,0,1.4,0.0
1998 Winter,TTO,2,1,1,35.0,180.0,93.0,1,0,0,1998,0,0,0,0,0,2.0,0.0
1998 Winter,UKR,56,10,41,23.518,171.143,65.411,1,0,0,1998,0,1,0,1,1,1.366,0.0
1998 Winter,URU,1,1,1,18.0,188.0,79.0,1,0,0,1998,0,0,0,0,0,1.0,0.0
1998 Winter,USA,185,14,68,25.676,174.454,73.789,1,0,0,1998,25,4,5,1,34,2.721,0.147
1998 Winter,UZB,3,2,3,25.0,166.667,56.0,1,0,0,1998,0,0,0,0,0,1.0,0.0
1998 Winter,VEN,1,1,1,36.0,178.0,85.0,0,0,0,1998,0,0,0,0,0,1.0,0.0
2000 Summer,AHO,7,6,8,31.857,178.429,78.571,1,1,0,2000,0,0,0,0,0,0.875,0.0
2000 Summer,ALB,4,3,5,29.0,170.0,65.625,1,1,0,2000,0,0,0,0,0,0.8,0.0
2000 Summer,ALG,47,10,42,24.915,173.872,67.362,1,1,0,2000,1,1,3,1,5,1.119,0.6
2000 Summer,AND,5,3,5,31.0,175.0,69.8,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,ANG,28,5,5,27.393,182.786,80.536,1,1,0,2000,0,0,0,0,0,5.6,0.0
2000 Summer,ANT,3,2,4,29.333,172.667,72.333,1,1,0,2000,0,0,0,0,0,0.75,0.0
2000 Summer,ARG,142,21,98,25.5,176.014,73.032,1,1,0,2000,0,17,3,1,20,1.449,0.15
2000 Summer,ARM,25,10,26,25.48,174.08,75.04,1,1,0,2000,0,0,1,1,1,0.962,1.0
2000 Summer,ARU,5,3,5,19.6,170.2,61.6,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,ASA,4,3,4,27.0,179.75,103.0,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,AUS,615,34,270,26.35,178.389,74.388,1,1,1,2000,60,69,54,1,183,2.278,0.295
2000 Summer,AUT,92,17,68,26.859,179.38,72.37,1,1,0,2000,3,1,0,1,4,1.353,0.0
2000 Summer,AZE,30,8,31,26.0,171.133,70.467,1,1,0,2000,2,0,1,1,3,0.968,0.333
2000 Summer,BAH,25,3,18,27.04,177.76,73.6,1,1,0,2000,6,0,5,1,11,1.389,0.455
2000 Summer,BAN,5,3,6,20.0,159.0,56.6,1,1,0,2000,0,0,0,0,0,0.833,0.0
2000 Summer,BAR,18,6,21,23.667,176.889,74.167,1,1,0,2000,0,0,1,1,1,0.857,1.0
2000 Summer,BDI,6,1,5,25.167,178.167,59.833,1,1,0,2000,0,0,0,0,0,1.2,0.0
2000 Summer,BEL,68,16,64,27.25,176.132,69.029,1,1,0,2000,0,3,4,1,7,1.062,0.571
2000 Summer,BEN,4,3,4,25.75,172.25,67.75,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,BER,6,4,6,33.5,179.0,81.5,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,BHU,2,1,2,25.0,164.0,53.5,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,BIH,7,4,9,27.286,183.714,73.286,1,1,0,2000,0,0,0,0,0,0.778,0.0
2000 Summer,BIZ,2,1,2,21.0,177.5,74.5,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,BLR,137,20,108,25.971,174.803,70.697,1,1,0,2000,3,8,11,1,22,1.269,0.5
2000 Summer,BOL,4,2,4,26.0,171.25,62.0,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,BOT,7,2,5,24.857,173.286,64.571,1,1,0,2000,0,0,0,0,0,1.4,0.0
2000 Summer,BRA,198,24,96,25.232,177.404,71.288,1,1,0,2000,0,12,36,1,48,2.062,0.75
2000 Summer,BRU,1,1,1,27.0,172.0,90.0,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,BUL,91,16,85,25.451,174.484,69.533,1,1,0,2000,5,6,2,1,13,1.071,0.154
2000 Summer,BUR,3,3,3,24.333,175.333,72.667,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,CAF,3,2,3,32.667,178.0,73.333,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,CAM,4,2,4,23.75,167.25,62.75,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,CAN,293,29,174,26.775,176.795,72.604,1,1,0,2000,4,4,23,1,31,1.684,0.742
2000 Summer,CAY,3,2,4,24.667,174.0,70.0,1,1,0,2000,0,0,0,0,0,0.75,0.0
2000 Summer,CGO,3,3,3,22.333,167.0,58.667,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,CHA,1,1,2,23.0,170.0,59.0,0,1,0,2000,0,0,0,0,0,0.5,0.0
2000 Summer,CHI,49,14,28,25.449,175.571,70.041,1,1,0,2000,0,0,16,1,16,1.75,1.0
2000 Summer,CHN,266,28,163,23.569,173.087,67.518,1,1,0,2000,39,23,17,1,79,1.632,0.215
2000 Summer,CIV,13,5,12,22.769,175.0,72.615,1,1,0,2000,0,0,0,0,0,1.083,0.0
2000 Summer,CMR,30,4,14,22.233,175.0,69.4,1,1,0,2000,14,0,0,1,14,2.143,0.0
2000 Summer,COD,1,1,1,32.0,176.0,63.0,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,COK,2,2,2,24.0,181.5,74.5,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,COL,44,13,45,25.977,169.886,64.602,1,1,0,2000,1,0,0,1,1,0.978,0.0
2000 Summer,COM,2,1,2,19.5,172.5,60.0,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,CPV,2,1,2,31.5,168.5,57.0,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,CRC,7,5,9,25.0,177.0,68.857,1,1,0,2000,0,0,2,1,2,0.778,1.0
2000 Summer,CRO,88,12,53,24.636,185.42,82.08,1,1,0,2000,1,0,9,1,10,1.66,0.9
2000 Summer,CUB,228,24,135,26.588,177.531,76.351,1,1,0,2000,18,34,12,1,64,1.689,0.188
2000 Summer,CYP,21,4,20,24.952,178.81,70.667,1,1,0,2000,0,0,0,0,0,1.05,0.0
2000 Summer,CZE,119,20,96,25.445,180.261,77.269,1,1,0,2000,2,3,4,1,9,1.24,0.444
2000 Summer,DEN,97,16,55,27.577,179.649,73.433,1,1,0,2000,18,3,4,1,25,1.764,0.16
2000 Summer,DJI,2,1,2,25.0,164.0,55.0,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,DMA,4,2,4,22.25,176.75,66.25,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,DOM,12,5,12,22.5,178.417,79.042,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,ECU,10,5,11,28.0,170.7,72.6,1,1,0,2000,0,0,0,0,0,0.909,0.0
2000 Summer,EGY,87,20,64,24.805,181.402,80.609,1,1,0,2000,0,0,0,0,0,1.359,0.0
2000 Summer,ERI,3,1,3,21.667,167.667,53.0,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,ESA,8,7,10,25.375,169.5,64.625,1,1,0,2000,0,0,0,0,0,0.8,0.0
2000 Summer,ESP,321,27,165,26.355,176.461,70.634,1,1,0,2000,3,19,20,1,42,1.945,0.476
2000 Summer,EST,33,11,29,27.485,184.758,84.848,1,1,0,2000,1,0,2,1,3,1.138,0.667
2000 Summer,ETH,26,2,11,22.846,167.846,53.731,1,1,0,2000,4,1,3,1,8,2.364,0.375
2000 Summer,FIJ,7,5,9,25.143,176.143,81.0,1,1,0,2000,0,0,0,0,0,0.778,0.0
2000 Summer,FIN,70,16,64,26.729,176.486,74.036,1,1,0,2000,3,1,1,1,5,1.094,0.2
2000 Summer,FRA,336,28,196,26.774,178.188,71.583,1,1,0,2000,22,30,14,1,66,1.714,0.212
2000 Summer,FSM,4,3,4,22.75,157.25,53.0,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,GAB,3,2,4,28.0,172.667,70.667,1,1,0,2000,0,0,0,0,0,0.75,0.0
2000 Summer,GAM,2,1,2,22.0,165.0,55.5,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,GBR,309,23,178,26.864,178.107,73.257,1,1,0,2000,22,20,12,1,54,1.736,0.222
2000 Summer,GBS,2,2,2,29.0,165.5,57.5,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,GEO,35,11,40,25.6,174.629,76.343,1,1,0,2000,0,0,6,1,6,0.875,1.0
2000 Summer,GEQ,3,2,3,21.333,164.333,56.667,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,GER,420,29,234,26.905,180.24,74.525,1,1,0,2000,31,23,63,1,117,1.795,0.538
2000 Summer,GHA,22,2,13,23.091,172.182,67.636,1,1,0,2000,0,0,0,0,0,1.692,0.0
2000 Summer,GRE,140,23,114,25.0,176.279,70.814,1,1,0,2000,4,6,8,1,18,1.228,0.444
2000 Summer,GRN,2,1,2,20.0,166.0,68.5,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,GUA,15,7,14,25.8,171.333,65.433,1,1,0,2000,0,0,0,0,0,1.071,0.0
2000 Summer,GUI,4,3,4,23.0,174.0,76.0,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,GUM,6,4,6,28.5,173.333,69.167,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,GUY,4,1,4,23.75,179.5,73.0,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,HAI,5,3,5,23.8,169.8,67.2,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,HKG,31,9,34,22.419,171.226,63.0,1,1,0,2000,0,0,0,0,0,0.912,0.0
2000 Summer,HON,8,2,2,23.5,175.625,68.875,1,1,0,2000,0,0,0,0,0,4.0,0.0
2000 Summer,HUN,177,23,137,25.78,179.621,76.864,1,1,0,2000,25,24,4,1,53,1.292,0.075
2000 Summer,INA,47,12,32,24.404,167.34,60.511,1,1,0,2000,2,4,2,1,8,1.469,0.25
2000 Summer,IND,58,13,37,25.241,173.086,68.741,1,1,0,2000,0,0,1,1,1,1.568,1.0
2000 Summer,IOA,4,3,4,26.5,156.75,52.75,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,IRI,33,12,33,24.364,177.03,77.515,1,1,0,2000,3,0,1,1,4,1.0,0.25
2000 Summer,IRL,64,10,52,27.531,178.594,72.859,1,1,0,2000,0,1,0,1,1,1.231,0.0
2000 Summer,IRQ,4,2,4,24.5,164.75,57.75,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,ISL,18,5,28,23.444,179.056,72.444,1,1,0,2000,0,0,1,1,1,0.643,1.0
2000 Summer,ISR,39,9,43,24.769,178.41,74.462,1,1,0,2000,0,0,1,1,1,0.907,1.0
2000 Summer,ISV,9,5,12,32.111,177.778,72.444,1,1,0,2000,0,0,0,0,0,0.75,0.0
2000 Summer,ITA,360,29,175,26.872,178.958,74.431,1,1,0,2000,22,14,29,1,65,2.057,0.446
2000 Summer,IVB,1,1,1,25.0,179.0,74.0,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,JAM,48,4,28,25.75,178.417,68.625,1,1,0,2000,0,20,3,1,23,1.714,0.13
2000 Summer,JOR,8,6,8,24.125,170.75,66.0,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,JPN,266,28,156,25.391,170.436,64.801,1,1,0,2000,5,31,8,1,44,1.705,0.182
2000 Summer,KAZ,130,17,104,26.669,176.715,72.25,1,1,0,2000,3,4,0,1,7,1.25,0.0
2000 Summer,KEN,56,6,24,25.161,170.464,60.268,1,1,0,2000,2,3,2,1,7,2.333,0.286
2000 Summer,KGZ,47,9,58,25.426,178.213,72.83,1,1,0,2000,0,0,1,1,1,0.81,1.0
2000 Summer,KOR,277,26,144,24.047,175.617,70.375,1,1,0,2000,12,26,34,1,72,1.924,0.472
2000 Summer,KSA,18,5,14,24.611,175.722,71.111,1,1,0,2000,0,1,1,1,2,1.286,0.5
2000 Summer,KUW,28,6,10,23.536,174.964,70.857,1,1,0,2000,0,0,1,1,1,2.8,1.0
2000 Summer,LAO,3,2,3,23.0,172.667,66.667,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,LAT,45,13,47,26.578,178.4,77.089,1,1,0,2000,1,1,1,1,3,0.957,0.333
2000 Summer,LBA,2,2,2,26.5,175.0,65.5,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,LBR,6,1,5,25.667,178.667,72.5,1,1,0,2000,0,0,0,0,0,1.2,0.0
2000 Summer,LCA,5,2,5,22.2,174.2,66.8,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,LES,5,3,5,24.8,171.8,60.2,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,LIB,5,4,5,24.4,173.2,67.2,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,LIE,2,2,2,21.5,170.0,66.0,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,LTU,61,15,50,26.049,185.262,82.262,1,1,0,2000,2,0,15,1,17,1.22,0.882
2000 Summer,LUX,7,4,8,26.286,174.857,65.857,1,1,0,2000,0,0,0,0,0,0.875,0.0
2000 Summer,MAD,11,4,10,25.455,169.818,63.0,1,1,0,2000,0,0,0,0,0,1.1,0.0
2000 Summer,MAR,52,9,27,24.692,175.212,66.192,1,1,0,2000,0,1,4,1,5,1.926,0.8
2000 Summer,MAS,39,9,32,22.974,172.59,67.974,1,1,0,2000,0,0,0,0,0,1.219,0.0
2000 Summer,MAW,2,1,2,21.0,169.0,51.5,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,MDA,33,7,33,24.727,176.121,73.424,1,1,0,2000,0,1,1,1,2,1.0,0.5
2000 Summer,MDV,4,2,4,18.25,160.5,47.5,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,MEX,78,19,67,25.654,172.051,63.628,1,1,0,2000,1,2,3,1,6,1.164,0.5
2000 Summer,MGL,20,6,21,25.9,171.6,72.725,1,1,0,2000,0,0,0,0,0,0.952,0.0
2000 Summer,MKD,10,5,15,22.0,176.0,68.1,1,1,0,2000,0,0,1,1,1,0.667,1.0
2000 Summer,MLI,5,3,5,19.8,176.2,69.6,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,MLT,7,5,7,25.714,174.429,67.714,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,MON,4,4,4,25.75,177.5,71.25,1,1,0,2000,0,0,0,0,0,1.0,0.0
