Games,NOC,Athletes,Sports,Events,Competitor Age (Avg),Competitor Height (Avg),Competitor Weight (Avg),M/F,Summer,Home_Field Adv,Year,Gold,Silver,Bronze,Medaled,Total Medals,Athletes per Event,% Medal Bronze
2012 Summer,CHA,2,2,2,18.0,170.0,65.0,0,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,CHI,35,17,36,29.371,173.029,71.114,1,1,0,2012,0,0,0,0,0,0.972,0.0
2012 Summer,CHN,365,29,206,24.287,176.724,70.129,1,1,0,2012,56,40,29,1,125,1.772,0.232
2012 Summer,CIV,9,6,10,23.667,173.889,66.778,1,1,0,2012,0,0,0,0,0,0.9,0.0
2012 Summer,CMR,31,9,15,24.097,168.258,69.129,1,1,0,2012,0,0,0,0,0,2.067,0.0
2012 Summer,COD,4,3,4,23.25,177.75,87.25,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,COK,8,5,9,19.625,166.5,77.0,1,1,0,2012,0,0,0,0,0,0.889,0.0
2012 Summer,COL,99,19,76,25.333,170.424,63.869,1,1,0,2012,1,3,4,1,8,1.303,0.5
2012 Summer,COM,3,2,3,21.333,166.0,53.333,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,CPV,3,2,3,22.333,177.333,79.333,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,CRC,11,6,11,26.182,175.273,66.909,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,CRO,104,16,52,27.24,184.231,82.442,1,1,0,2012,15,4,15,1,34,2.0,0.441
2012 Summer,CUB,79,14,68,25.924,174.494,74.228,1,1,0,2012,5,3,6,1,14,1.162,0.429
2012 Summer,CYP,13,7,12,25.769,178.0,73.538,1,1,0,2012,0,1,0,1,1,1.083,0.0
2012 Summer,CZE,133,21,99,27.0,180.654,75.85,1,1,0,2012,4,4,6,1,14,1.343,0.429
2012 Summer,DEN,113,16,68,27.841,181.15,76.248,1,1,0,2012,3,5,8,1,16,1.662,0.5
2012 Summer,DJI,2,1,2,21.0,173.5,61.5,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,DMA,2,1,2,21.5,174.0,61.5,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,DOM,30,9,18,24.667,175.967,64.967,1,1,0,2012,1,1,0,1,2,1.667,0.0
2012 Summer,ECU,36,11,34,24.972,171.222,66.333,1,1,0,2012,0,0,0,0,0,1.059,0.0
2012 Summer,EGY,107,21,86,24.486,174.411,72.215,1,1,0,2012,0,2,0,1,2,1.244,0.0
2012 Summer,ERI,12,2,7,24.167,174.083,59.583,1,1,0,2012,0,0,0,0,0,1.714,0.0
2012 Summer,ESA,10,7,11,23.2,169.7,65.7,1,1,0,2012,0,0,0,0,0,0.909,0.0
2012 Summer,ESP,277,27,135,27.058,177.523,72.504,1,1,0,2012,5,33,24,1,62,2.052,0.387
2012 Summer,EST,32,11,30,27.031,183.531,86.188,1,1,0,2012,0,1,1,1,2,1.067,0.5
2012 Summer,ETH,32,2,14,23.688,170.938,54.969,1,1,0,2012,3,1,3,1,7,2.286,0.429
2012 Summer,FIJ,9,6,9,25.111,175.556,80.0,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,FIN,56,14,61,28.036,175.821,69.911,1,1,0,2012,0,1,4,1,5,0.918,0.8
2012 Summer,FRA,323,28,188,26.944,178.328,71.966,1,1,0,2012,30,30,22,1,82,1.718,0.268
2012 Summer,FSM,6,4,6,27.5,165.5,64.167,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,GAB,21,5,7,21.857,172.762,71.571,1,1,0,2012,0,1,0,1,1,3.0,0.0
2012 Summer,GAM,2,1,2,22.0,156.0,68.0,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,GBR,525,32,245,26.221,178.924,73.873,1,1,1,2012,46,30,47,1,123,2.143,0.382
2012 Summer,GBS,4,2,4,25.75,168.5,68.25,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,GEO,34,10,35,25.235,177.588,79.206,1,1,0,2012,1,3,3,1,7,0.971,0.429
2012 Summer,GEQ,2,1,2,26.0,173.0,65.5,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,GER,383,27,213,26.757,179.619,74.896,1,1,0,2012,45,27,22,1,94,1.798,0.234
2012 Summer,GHA,4,2,4,23.25,170.25,59.5,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,GRE,98,20,76,27.092,180.031,75.75,1,1,0,2012,0,0,3,1,3,1.289,1.0
2012 Summer,GRN,8,3,8,25.125,178.375,67.5,1,1,0,2012,1,0,0,1,1,1.0,0.0
2012 Summer,GUA,19,11,21,24.421,173.368,70.921,1,1,0,2012,0,1,0,1,1,0.905,0.0
2012 Summer,GUI,4,3,4,22.5,169.5,79.75,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,GUM,8,5,8,23.625,176.875,86.625,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,GUY,5,2,5,24.6,172.4,67.4,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,HAI,4,2,4,25.75,178.0,72.0,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,HKG,41,13,44,24.78,170.073,64.146,1,1,0,2012,0,0,1,1,1,0.932,1.0
2012 Summer,HON,24,7,9,22.458,169.542,71.625,1,1,0,2012,0,0,0,0,0,2.667,0.0
2012 Summer,HUN,150,21,110,26.33,181.57,78.73,1,1,0,2012,12,8,6,1,26,1.364,0.231
2012 Summer,INA,20,6,14,24.0,164.55,62.2,1,1,0,2012,0,1,1,1,2,1.429,0.5
2012 Summer,IND,62,11,45,26.113,173.935,72.04,1,1,0,2012,0,2,4,1,6,1.378,0.667
2012 Summer,IOA,4,3,4,24.75,178.5,70.0,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,IRI,50,13,49,25.34,178.18,83.22,1,1,0,2012,4,5,3,1,12,1.02,0.25
2012 Summer,IRL,61,14,51,28.459,174.689,66.393,1,1,0,2012,1,1,3,1,5,1.196,0.6
2012 Summer,IRQ,6,5,6,23.667,171.0,75.667,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,ISL,25,6,19,28.04,188.28,87.84,1,1,0,2012,0,0,0,0,0,1.316,0.0
2012 Summer,ISR,36,10,41,24.917,174.028,66.139,1,1,0,2012,0,0,0,0,0,0.878,0.0
2012 Summer,ISV,7,3,7,23.714,179.571,73.143,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,ITA,277,28,169,27.495,178.181,71.969,1,1,0,2012,16,22,28,1,66,1.639,0.424
2012 Summer,IVB,2,1,2,24.0,168.0,60.0,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,JAM,45,4,25,26.156,177.2,73.0,1,1,0,2012,8,9,8,1,25,1.8,0.32
2012 Summer,JOR,8,4,8,24.5,172.375,65.438,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,JPN,277,29,175,25.495,169.289,63.379,1,1,0,2012,6,43,33,1,82,1.583,0.402
2012 Summer,KAZ,104,17,95,25.856,177.846,73.692,1,1,0,2012,7,1,4,1,12,1.095,0.333
2012 Summer,KEN,46,4,22,24.652,169.348,57.87,1,1,0,2012,2,4,5,1,11,2.091,0.455
2012 Summer,KGZ,14,8,15,22.714,174.643,73.143,1,1,0,2012,0,0,0,0,0,0.933,0.0
2012 Summer,KIR,3,2,3,21.333,165.667,79.0,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,KOR,248,25,140,25.552,173.76,68.692,1,1,0,2012,18,13,30,1,61,1.771,0.492
2012 Summer,KSA,13,3,11,29.154,172.154,66.615,1,1,0,2012,0,0,3,1,3,1.182,1.0
2012 Summer,KUW,10,4,11,29.0,179.3,75.05,1,1,0,2012,0,0,1,1,1,0.909,1.0
2012 Summer,LAO,3,2,3,18.0,166.333,58.0,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,LAT,45,12,38,26.489,182.378,79.4,1,1,0,2012,1,0,2,1,3,1.184,0.667
2012 Summer,LBA,4,3,4,25.75,173.0,65.25,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,LBR,3,1,3,27.333,173.333,68.0,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,LCA,4,3,4,26.25,170.5,61.0,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,LES,3,1,3,23.667,166.0,59.667,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,LIB,10,7,10,21.8,174.1,66.2,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,LIE,3,3,4,26.333,174.667,66.333,1,1,0,2012,0,0,0,0,0,0.75,0.0
2012 Summer,LTU,60,13,48,27.317,184.5,80.45,1,1,0,2012,2,1,2,1,5,1.25,0.4
2012 Summer,LUX,9,7,11,28.778,176.333,66.333,1,1,0,2012,0,0,0,0,0,0.818,0.0
2012 Summer,MAD,7,5,7,24.714,168.571,65.714,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,MAR,54,11,31,25.741,174.148,66.741,1,1,0,2012,0,0,1,1,1,1.742,1.0
2012 Summer,MAS,29,9,25,23.483,168.241,62.552,1,1,0,2012,0,1,1,1,2,1.16,0.5
2012 Summer,MAW,3,2,3,23.0,171.333,71.333,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,MDA,20,9,19,24.25,176.7,73.6,1,1,0,2012,0,0,2,1,2,1.053,1.0
2012 Summer,MDV,5,3,5,19.4,164.6,54.2,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,MEX,96,23,72,25.083,171.385,66.797,1,1,0,2012,15,5,3,1,23,1.333,0.13
2012 Summer,MGL,28,7,31,26.214,169.821,67.214,1,1,0,2012,0,2,3,1,5,0.903,0.6
2012 Summer,MHL,4,2,4,20.5,173.75,74.75,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,MKD,4,2,4,19.5,177.5,68.0,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,MLI,3,3,3,27.333,179.667,77.667,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,MLT,5,3,5,24.4,174.0,72.8,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,MNE,33,7,9,27.03,183.061,83.485,1,1,0,2012,0,14,0,1,14,3.667,0.0
2012 Summer,MON,6,6,6,28.833,180.333,72.833,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,MOZ,5,3,5,23.0,173.0,65.6,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,MRI,11,7,10,24.091,171.364,62.818,1,1,0,2012,0,0,0,0,0,1.1,0.0
2012 Summer,MTN,2,1,2,22.5,165.5,59.0,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,MYA,6,5,6,28.0,165.167,60.5,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,NAM,9,5,8,27.444,170.444,59.333,1,1,0,2012,0,0,0,0,0,1.125,0.0
2012 Summer,NCA,4,3,4,24.75,173.75,66.75,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,NED,173,19,95,27.254,180.405,73.803,1,1,0,2012,21,29,19,1,69,1.821,0.275
2012 Summer,NEP,5,3,5,21.0,162.8,59.8,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,NGR,40,7,27,25.475,180.425,77.55,1,1,0,2012,0,0,0,0,0,1.481,0.0
2012 Summer,NIG,5,4,5,24.4,170.8,64.6,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,NOR,41,13,35,27.537,179.463,71.78,1,1,0,2012,9,1,1,1,11,1.171,0.091
2012 Summer,NRU,2,2,2,27.0,174.5,110.5,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,NZL,160,15,85,26.369,177.7,73.325,1,1,0,2012,9,3,15,1,27,1.882,0.556
2012 Summer,OMA,3,2,3,23.333,168.333,65.667,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,PAK,8,2,2,31.875,171.375,64.875,1,1,0,2012,0,0,0,0,0,4.0,0.0
2012 Summer,PAN,7,4,7,23.571,176.286,68.286,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,PAR,7,5,9,22.429,175.429,68.857,1,1,0,2012,0,0,0,0,0,0.778,0.0
2012 Summer,PER,16,9,14,24.312,169.062,62.812,1,1,0,2012,0,0,0,0,0,1.143,0.0
2012 Summer,PHI,11,8,11,25.273,167.182,67.636,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,PLE,5,3,5,21.6,171.2,63.0,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,PLW,5,4,5,21.4,163.4,59.0,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,PNG,8,5,8,24.625,169.0,68.125,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,POL,210,24,148,26.514,180.41,76.031,1,1,0,2012,2,2,8,1,12,1.419,0.667
2012 Summer,POR,76,14,75,28.066,174.105,68.059,1,1,0,2012,0,2,0,1,2,1.013,0.0
2012 Summer,PRK,48,10,25,22.0,162.198,57.583,1,1,0,2012,4,0,2,1,6,1.92,0.333
2012 Summer,PUR,14,6,12,24.429,178.5,71.929,1,1,0,2012,0,1,1,1,2,1.167,0.5
2012 Summer,QAT,12,4,13,22.167,171.25,63.417,1,1,0,2012,0,0,2,1,2,0.923,1.0
2012 Summer,ROU,99,14,73,26.273,178.364,75.0,1,1,0,2012,2,8,3,1,13,1.356,0.231
2012 Summer,RSA,122,16,63,25.746,175.557,69.762,1,1,0,2012,6,2,1,1,9,1.937,0.111
2012 Summer,RUS,427,30,238,26.103,178.956,72.176,1,1,0,2012,50,38,51,1,139,1.794,0.367
2012 Summer,RWA,7,4,7,23.714,166.714,61.0,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,SAM,8,6,9,27.5,178.625,87.375,1,1,0,2012,0,0,0,0,0,0.889,0.0
2012 Summer,SEN,31,8,16,24.742,180.581,74.871,1,1,0,2012,0,0,0,0,0,1.938,0.0
2012 Summer,SEY,5,4,5,19.6,172.6,68.8,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,SKN,4,1,3,21.0,174.5,73.75,1,1,0,2012,0,0,0,0,0,1.333,0.0
2012 Summer,SLE,2,1,2,25.5,180.5,73.5,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,SLO,65,15,68,26.6,177.015,72.108,1,1,0,2012,1,1,3,1,5,0.956,0.6
2012 Summer,SMR,4,4,4,27.25,167.75,65.75,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,SOL,2,2,2,30.5,167.5,64.0,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,SRB,116,15,55,26.5,186.25,82.0,1,1,0,2012,1,1,14,1,16,2.109,0.875
2012 Summer,SRI,7,4,8,25.857,169.286,61.0,1,1,0,2012,0,0,0,0,0,0.875,0.0
2012 Summer,STP,2,1,2,23.0,173.5,64.5,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,SUD,6,2,5,23.0,176.167,61.0,1,1,0,2012,0,0,0,0,0,1.2,0.0
2012 Summer,SUI,98,19,71,27.082,178.867,73.061,1,1,0,2012,2,2,0,1,4,1.38,0.0
2012 Summer,SUR,5,3,5,22.0,169.2,68.0,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,SVK,47,11,52,27.447,177.745,71.096,1,1,0,2012,0,1,4,1,5,0.904,0.8
2012 Summer,SWE,133,21,81,28.376,178.827,73.376,1,1,0,2012,2,17,3,1,22,1.642,0.136
2012 Summer,SWZ,3,2,3,22.0,176.667,74.667,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,SYR,10,7,10,24.5,177.9,74.1,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,TAN,6,3,5,26.667,166.333,58.167,1,1,0,2012,0,0,0,0,0,1.2,0.0
2012 Summer,TGA,2,2,2,27.0,183.0,88.5,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,THA,37,15,37,24.405,168.108,64.554,1,1,0,2012,0,2,1,1,3,1.0,0.333
2012 Summer,TJK,16,7,16,27.188,175.312,77.25,1,1,0,2012,0,0,1,1,1,1.0,1.0
2012 Summer,TKM,10,5,10,23.0,174.3,69.6,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,TLS,2,1,2,24.0,159.5,53.0,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,TOG,5,4,5,25.0,173.4,68.8,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,TPE,44,14,40,24.25,170.159,68.841,1,1,0,2012,0,1,1,1,2,1.1,0.5
2012 Summer,TTO,24,5,21,24.833,177.833,75.75,1,1,0,2012,1,4,5,1,10,1.143,0.5
2012 Summer,TUN,78,16,45,25.513,184.603,82.115,1,1,0,2012,1,1,1,1,3,1.733,0.333
2012 Summer,TUR,112,16,80,25.625,174.589,71.17,1,1,0,2012,2,2,1,1,5,1.4,0.2
2012 Summer,UAE,24,4,7,23.708,174.292,70.458,1,1,0,2012,0,0,0,0,0,3.429,0.0
2012 Summer,UGA,15,4,12,24.0,170.667,59.6,1,1,0,2012,1,0,0,1,1,1.25,0.0
2012 Summer,UKR,224,25,168,26.165,177.232,72.0,1,1,0,2012,9,5,12,1,26,1.333,0.462
2012 Summer,URU,27,8,11,23.963,179.111,73.963,1,1,0,2012,0,0,0,0,0,2.455,0.0
2012 Summer,USA,529,31,245,27.101,179.137,75.74,1,1,0,2012,145,57,46,1,248,2.159,0.185
2012 Summer,UZB,49,13,48,25.531,176.163,75.449,1,1,0,2012,1,0,2,1,3,1.021,0.667
2012 Summer,VAN,5,3,5,24.6,172.0,73.0,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,VEN,66,15,68,26.439,171.833,69.614,1,1,0,2012,1,0,0,1,1,0.971,0.0
2012 Summer,VIE,18,11,23,23.278,164.611,56.667,1,1,0,2012,0,0,0,0,0,0.783,0.0
2012 Summer,VIN,2,1,2,23.5,180.5,73.5,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,YEM,4,3,4,20.0,169.0,58.0,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,ZAM,6,4,6,23.167,176.167,74.167,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,ZIM,7,4,8,27.143,174.0,65.571,1,1,0,2012,0,0,0,0,0,0.875,0.0
2014 Winter,ALB,1,1,2,20.0,163.0,56.0,0,0,0,2014,0,0,0,0,0,0.5,0.0
2014 Winter,AND,6,3,10,23.333,173.0,69.833,1,0,0,2014,0,0,0,0,0,0.6,0.0
2014 Winter,ARG,2,1,9,31.0,176.0,73.0,1,0,0,2014,0,0,0,0,0,0.222,0.0
2014 Winter,ARM,4,2,5,22.75,174.75,70.25,1,0,0,2014,0,0,0,0,0,0.8,0.0
2014 Winter,AUS,58,11,46,24.328,173.086,69.983,1,0,0,2014,0,2,1,1,3,1.261,0.333
2014 Winter,AUT,126,14,70,26.683,177.881,76.151,1,0,0,2014,4,12,11,1,27,1.8,0.407
2014 Winter,AZE,1,1,2,22.0,184.0,82.0,1,0,0,2014,0,0,0,0,0,0.5,0.0
2014 Winter,BEL,6,4,9,28.167,172.0,66.333,1,0,0,2014,0,0,0,0,0,0.667,0.0
2014 Winter,BER,1,1,1,32.0,193.0,81.0,1,0,0,2014,0,0,0,0,0,1.0,0.0
2014 Winter,BIH,5,3,12,23.6,177.4,70.8,1,0,0,2014,0,0,0,0,0,0.417,0.0
2014 Winter,BLR,26,5,31,28.5,171.385,65.692,1,0,0,2014,5,0,1,1,6,0.839,0.167
2014 Winter,BRA,13,7,13,29.385,172.615,72.231,1,0,0,2014,0,0,0,0,0,1.0,0.0
2014 Winter,BUL,18,6,27,25.278,174.278,69.0,1,0,0,2014,0,0,0,0,0,0.667,0.0
2014 Winter,CAN,217,14,93,26.359,175.613,74.516,1,0,0,2014,59,22,5,1,86,2.333,0.058
2014 Winter,CAY,1,1,2,26.0,180.0,86.0,1,0,0,2014,0,0,0,0,0,0.5,0.0
2014 Winter,CHI,4,2,10,22.5,174.25,71.0,1,0,0,2014,0,0,0,0,0,0.4,0.0
2014 Winter,CHN,62,9,45,24.065,170.5,63.871,1,0,0,2014,3,4,5,1,12,1.378,0.417
2014 Winter,CRO,11,3,16,24.0,176.727,75.909,1,0,0,2014,0,1,0,1,1,0.688,0.0
2014 Winter,CYP,1,1,2,20.0,165.0,61.0,1,0,0,2014,0,0,0,0,0,0.5,0.0
2014 Winter,CZE,87,13,65,27.471,179.195,76.517,1,0,0,2014,2,7,2,1,11,1.338,0.182
2014 Winter,DEN,7,3,9,28.0,183.0,79.143,1,0,0,2014,0,0,0,0,0,0.778,0.0
2014 Winter,DMA,1,1,1,47.0,183.0,82.0,1,0,0,2014,0,0,0,0,0,1.0,0.0
2014 Winter,ESP,20,7,25,25.15,173.15,67.0,1,0,0,2014,0,0,0,0,0,0.8,0.0
2014 Winter,EST,23,6,24,24.957,180.435,70.087,1,0,0,2014,0,0,0,0,0,0.958,0.0
2014 Winter,FIN,99,9,41,25.96,176.162,72.646,1,0,0,2014,2,7,24,1,33,2.415,0.727
2014 Winter,FRA,102,12,68,25.373,174.049,69.863,1,0,0,2014,4,4,9,1,17,1.5,0.529
2014 Winter,GBR,51,10,40,26.353,174.588,72.882,1,0,0,2014,1,4,5,1,10,1.275,0.5
2014 Winter,GEO,4,2,5,22.75,172.0,65.75,1,0,0,2014,0,0,0,0,0,0.8,0.0
2014 Winter,GER,140,14,75,26.436,175.521,72.029,1,0,0,2014,15,12,9,1,36,1.867,0.25
2014 Winter,GRE,7,4,10,24.0,176.0,72.143,1,0,0,2014,0,0,0,0,0,0.7,0.0
2014 Winter,HKG,1,1,1,20.0,173.0,66.0,1,0,0,2014,0,0,0,0,0,1.0,0.0
2014 Winter,HUN,16,5,23,24.875,174.25,69.062,1,0,0,2014,0,0,0,0,0,0.696,0.0
2014 Winter,IND,2,2,2,25.0,170.0,59.5,1,0,0,2014,0,0,0,0,0,1.0,0.0
2014 Winter,IOA,1,1,1,32.0,183.0,85.0,1,0,0,2014,0,0,0,0,0,1.0,0.0
2014 Winter,IRI,5,2,5,25.2,171.0,66.4,1,0,0,2014,0,0,0,0,0,1.0,0.0
2014 Winter,IRL,5,4,8,21.0,175.8,75.4,1,0,0,2014,0,0,0,0,0,0.625,0.0
2014 Winter,ISL,2,1,2,22.0,191.5,100.5,1,0,0,2014,0,0,0,0,0,1.0,0.0
2014 Winter,ISR,1,1,3,24.0,186.0,84.0,1,0,0,2014,0,0,0,0,0,0.333,0.0
2014 Winter,ISV,1,1,2,22.0,170.0,64.0,0,0,0,2014,0,0,0,0,0,0.5,0.0
2014 Winter,ITA,103,13,74,26.117,173.816,69.748,1,0,0,2014,0,2,12,1,14,1.392,0.857
2014 Winter,IVB,1,1,1,21.0,186.0,75.0,1,0,0,2014,0,0,0,0,0,1.0,0.0
2014 Winter,JAM,2,1,1,38.0,178.5,100.0,1,0,0,2014,0,0,0,0,0,2.0,0.0
2014 Winter,JPN,101,15,58,25.941,166.713,61.327,1,0,0,2014,0,4,6,1,10,1.741,0.6
2014 Winter,KAZ,50,10,47,24.34,173.54,68.26,1,0,0,2014,0,0,1,1,1,1.064,1.0
2014 Winter,KOR,62,12,51,23.403,172.298,68.742,1,0,0,2014,7,5,2,1,14,1.216,0.143
2014 Winter,LAT,56,9,32,26.536,181.786,85.518,1,0,0,2014,0,5,6,1,11,1.75,0.545
2014 Winter,LIB,2,1,3,20.0,178.0,66.0,1,0,0,2014,0,0,0,0,0,0.667,0.0
2014 Winter,LIE,3,2,5,23.333,181.333,77.0,1,0,0,2014,0,0,0,0,0,0.6,0.0
2014 Winter,LTU,7,4,18,21.286,176.143,66.714,1,0,0,2014,0,0,0,0,0,0.389,0.0
2014 Winter,LUX,1,1,1,28.0,183.0,78.0,1,0,0,2014,0,0,0,0,0,1.0,0.0
2014 Winter,MAR,2,1,4,18.0,168.0,68.0,1,0,0,2014,0,0,0,0,0,0.5,0.0
2014 Winter,MDA,4,4,5,27.0,173.0,71.0,1,0,0,2014,0,0,0,0,0,0.8,0.0
2014 Winter,MEX,1,1,1,55.0,183.0,77.0,1,0,0,2014,0,0,0,0,0,1.0,0.0
2014 Winter,MGL,2,1,2,22.0,166.5,61.0,1,0,0,2014,0,0,0,0,0,1.0,0.0
2014 Winter,MKD,3,2,6,24.0,174.667,68.667,1,0,0,2014,0,0,0,0,0,0.5,0.0
2014 Winter,MLT,1,1,2,22.0,162.0,58.0,0,0,0,2014,0,0,0,0,0,0.5,0.0
2014 Winter,MNE,2,1,3,19.0,179.0,71.5,1,0,0,2014,0,0,0,0,0,0.667,0.0
2014 Winter,MON,5,2,8,31.2,177.0,80.4,1,0,0,2014,0,0,0,0,0,0.625,0.0
2014 Winter,NED,39,4,28,27.0,177.897,73.667,1,0,0,2014,13,7,9,1,29,1.393,0.31
2014 Winter,NEP,1,1,1,44.0,170.0,70.0,1,0,0,2014,0,0,0,0,0,1.0,0.0
2014 Winter,NOR,63,11,50,27.381,180.048,78.159,1,0,0,2014,13,2,8,1,23,1.26,0.348
2014 Winter,NZL,14,5,12,26.214,173.5,67.429,1,0,0,2014,0,0,0,0,0,1.167,0.0
2014 Winter,PAK,1,1,1,18.0,163.0,64.0,1,0,0,2014,0,0,0,0,0,1.0,0.0
2014 Winter,PAR,1,1,1,21.0,160.0,66.0,0,0,0,2014,0,0,0,0,0,1.0,0.0
2014 Winter,PER,3,2,5,28.333,169.0,65.0,1,0,0,2014,0,0,0,0,0,0.6,0.0
2014 Winter,POL,58,11,58,25.638,174.862,68.983,1,0,0,2014,4,4,3,1,11,1.0,0.273
2014 Winter,POR,2,1,4,18.5,172.5,65.0,1,0,0,2014,0,0,0,0,0,0.5,0.0
2014 Winter,ROU,22,8,32,24.364,176.455,76.955,1,0,0,2014,0,0,0,0,0,0.688,0.0
2014 Winter,RUS,198,15,92,25.803,175.808,72.843,1,0,1,2014,27,20,11,1,58,2.152,0.19
2014 Winter,SLO,58,8,38,26.638,177.879,75.5,1,0,0,2014,2,2,4,1,8,1.526,0.5
2014 Winter,SMR,2,1,2,17.0,168.5,55.5,1,0,0,2014,0,0,0,0,0,1.0,0.0
2014 Winter,SRB,8,5,14,23.375,183.375,81.0,1,0,0,2014,0,0,0,0,0,0.571,0.0
2014 Winter,SUI,146,12,61,25.692,174.185,72.068,1,0,0,2014,6,4,20,1,30,2.393,0.667
2014 Winter,SVK,62,9,38,27.0,180.661,79.871,1,0,0,2014,1,0,0,1,1,1.632,0.0
2014 Winter,SWE,97,9,38,25.835,176.938,75.711,1,0,0,2014,8,30,11,1,49,2.553,0.224
2014 Winter,TGA,1,1,1,26.0,184.0,89.0,1,0,0,2014,0,0,0,0,0,1.0,0.0
2014 Winter,THA,2,1,3,28.0,164.0,61.0,1,0,0,2014,0,0,0,0,0,0.667,0.0
2014 Winter,TJK,1,1,1,28.0,160.0,65.0,1,0,0,2014,0,0,0,0,0,1.0,0.0
2014 Winter,TLS,1,1,1,19.0,181.0,78.0,1,0,0,2014,0,0,0,0,0,1.0,0.0
2014 Winter,TOG,2,2,3,18.5,165.5,59.0,0,0,0,2014,0,0,0,0,0,0.667,0.0
2014 Winter,TPE,2,2,3,20.0,172.5,68.0,1,0,0,2014,0,0,0,0,0,0.667,0.0
2014 Winter,TUR,4,2,9,28.5,169.25,66.0,1,0,0,2014,0,0,0,0,0,0.444,0.0
